x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
38,A,0.1638136635943153,6,D,0.1007890316931487,60,C,0.7455797978350008,88,29972.49161109278
40,A,0.0401477700287403,61,A,0.4593878111040422,44,A,0.8197123793973279,77,29974.557686536904
74,D,0.1667455686259366,86,A,0.6057130020828937,12,E,0.956066469669559,9,29975.88219376369
23,E,0.4532846463376582,57,C,0.9405114479027444,13,A,0.309597975412143,60,29981.46588739653
59,E,0.2471769690106061,87,C,0.7372654780679241,9,C,0.4290204927134368,92,29987.43011369816
45,D,0.2589821774319667,77,A,0.1392471736742058,16,B,0.2626819990760929,46,29994.088595640693
18,B,0.8755763666677143,86,D,0.9688685330393726,16,D,0.3271056270250778,48,29995.369987420272
67,D,0.5151376734611006,72,E,0.4779576411902332,30,D,0.3298259590083117,48,29995.81287192989
89,A,0.7292519731284146,7,D,0.3697173885687514,45,A,0.8697750188358739,75,30006.95459335953
41,D,0.035710949028143,63,E,0.128711206875309,48,C,0.0628983176814999,32,30007.625205084143
31,A,0.3651633556780287,7,B,0.9334822582810486,89,D,0.2026986058748253,86,30008.141857273207
38,C,0.4791693473954418,2,C,0.5862059353395086,98,E,0.6105582143053621,77,30008.294176894487
35,A,0.1864168552101847,57,A,0.9879875256057654,99,B,0.7651947820705799,22,30010.06115525966
96,E,0.1201915414455386,31,B,0.1738658752873906,74,C,0.6973770539835885,52,30010.51934878875
35,D,0.8703037784998425,67,D,0.5458355785178283,79,A,0.0465756756818741,36,30010.90993289176
2,A,0.9394316270997966,48,E,0.1098861976832036,92,C,0.4537943812923666,21,30012.703988109104
72,B,0.0788066980454074,37,C,0.5242758268272083,17,B,0.1844735881575885,92,30016.643089918587
7,C,0.3490187125424431,1,E,0.8897918238922943,74,C,0.9881422066151606,99,30027.924958948654
96,B,0.9582856281444736,8,D,0.1093208519866512,10,A,0.9988919631983496,1,30029.88448563719
69,B,0.0831617331324648,45,D,0.2696488074421417,72,E,0.0508985429175996,19,30034.471174589584
40,B,0.6436413728787262,64,A,0.6824019122065305,88,C,0.6677241284362072,4,30036.880951260144
67,C,0.9722213709670056,48,B,0.0762870360800225,54,A,0.813064940474536,90,30039.231169752533
12,C,0.9782236685813746,74,C,0.4539849244745156,95,E,0.324779868960847,2,30041.09046751096
48,C,0.4712233309037432,28,A,0.3330616276976457,97,D,0.6936364362454068,81,30042.55193275792
59,C,0.1627491077823806,89,E,0.8381481937640359,2,C,0.1876685348155016,76,30045.41277408993
1,B,0.2020843149774388,90,B,0.0490759931162044,77,E,0.1279591532728208,85,30046.082398598035
59,E,0.8896013951243946,28,C,0.86339546774377,88,D,0.9253018167848877,76,30052.492308860303
4,E,0.911683004329736,32,E,0.7036320361943358,15,C,0.6425357244821907,11,30054.370082022968
43,C,0.6078796438735548,27,C,0.2971905277593385,99,C,0.8169472402224771,31,30055.866556272587
26,D,0.7661763994699113,94,C,0.1977685344934938,8,B,0.5327131734934678,57,30057.957242435223
31,A,0.7399312514704082,82,B,0.9501763379053764,67,C,0.1547253568700042,99,30058.346826589768
20,D,0.661821597989107,25,E,0.553907983308612,44,C,0.3766551849697328,70,30064.670764913368
7,D,0.8272769548719391,28,A,0.3447776235683364,1,E,0.8816569529496114,69,30072.085923758998
71,D,0.6854066230403211,10,A,0.0444685055191139,88,A,0.0156065775974882,39,30078.42300808542
49,E,0.5340023057474993,95,A,0.1657842504888197,21,B,0.2071776320451158,5,30080.42462022292
66,A,0.2369563625881567,84,C,0.5981650150625061,68,C,0.2532865980741344,62,30082.416666449026
43,D,0.743888144118619,33,D,0.5131095968543896,48,E,0.2629957753981105,24,30082.69301436839
57,C,0.4734378678382744,85,B,0.7576101165595469,20,E,0.0985866948829795,90,30083.26943700433
2,E,0.2947916840075093,47,A,0.8348375730387321,73,A,0.8482196934705147,68,30091.786156643662
85,C,0.8019462757417753,26,B,0.3971748026519813,86,D,0.1595139200043086,82,30096.819189636408
69,C,0.6967136003530283,71,C,0.1009299158264287,90,C,0.829674385808854,72,30101.72072037012
1,D,0.9373395631247,39,B,0.7915297600714594,93,D,0.355061777665305,49,30101.81538343488
86,C,0.1654416400188777,30,A,0.553740100329643,54,A,0.4573180916475966,39,30103.02777932085
43,A,0.6491892846364932,64,A,0.9797918884389664,3,E,0.4628508396049617,0,30107.25305424841
1,C,0.2442394680881759,38,C,0.7963499162127846,57,D,0.713148822220297,45,30108.35010173585
80,D,0.9035829853016416,97,C,0.3290727216111027,69,A,0.7312998340891221,72,30110.357559905715
34,C,0.0994994142566156,23,E,0.4284901356512425,58,D,0.6406880280370267,38,30111.43626448223
97,E,0.6561618064448772,91,C,0.2355759734580275,25,E,0.7737684835511679,9,30114.55936017236
86,E,0.7910857215280299,67,D,0.5119984970358318,73,C,0.008303179031402,48,30114.67205099193
29,E,0.3549178403647072,81,D,0.7107249600063179,68,B,0.5048104311991028,13,30115.132366580987
7,B,0.9541380793838092,92,A,0.6124887597627473,38,E,0.5240253440196163,45,30122.64190468612
21,E,0.8507306845860373,22,C,0.3420834627337343,0,D,0.239339840890849,39,30129.142995808405
43,E,0.2946182996849034,60,D,0.8232999077257439,56,C,0.5563709080987065,88,30132.766348563226
57,B,0.0075410927159986,26,D,0.1050587566999982,97,B,0.4671573697138753,18,30141.035777680703
35,E,0.2966571761180608,15,E,0.1425546929981627,47,A,0.4721123086995527,16,30145.405247141945
68,D,0.2813104704707425,44,C,0.4041595667732542,71,C,0.1184505310246334,81,30146.261090753207
76,E,0.889964607500909,26,E,0.702243313691413,20,E,0.4352625383005754,45,30149.151506913924
92,E,0.9671211782547476,72,B,0.6941856780972648,30,D,0.7664307285518511,72,30152.87861604165
30,B,0.0704399859702603,4,E,0.3665234427163578,57,B,0.4099899912200442,64,30163.57670513683
46,D,0.4712948285333167,58,B,0.6966079044491871,46,C,0.487498423546828,69,30164.08132095227
54,C,0.5483319985297957,71,B,0.0605857752527307,22,B,0.9675204117051156,37,30166.687372852077
79,A,0.0929116613297033,81,C,0.2900219498248604,74,B,0.8717842842493335,16,30167.35906391283
61,D,0.3774977091375225,34,B,0.6937733132741121,79,C,0.9287001573517092,72,30170.44146191053
29,C,0.3170824173929506,69,B,0.1840414010418972,90,D,0.077676550723491,10,30171.72998983038
54,D,0.5360563543270873,86,E,0.2127120286084566,6,A,0.6185806766288314,52,30172.03915665906
15,C,0.661190899731938,45,C,0.086882618934816,48,C,0.223411874600617,17,30173.75111784653
11,C,0.7034851104965666,89,C,0.3644710161433977,87,A,0.4042436529491883,6,30175.33269383319
16,D,0.1367550236133875,55,B,0.8249272405931732,95,B,0.6797501722226325,34,30180.89972621456
15,B,0.8129477019446214,23,E,0.8363591238227189,98,B,0.5789148988570235,43,30188.699314014462
11,D,0.678542029790759,9,E,0.8623625328008345,30,D,0.5057323147159682,70,30189.780974816647
7,D,0.8890749167467196,78,E,0.0367040294888815,46,C,0.8144484364712965,38,30190.687571742947
83,C,0.4493360594354341,37,E,0.993488705886604,92,C,0.6825986293897758,10,30192.173069179007
2,A,0.8938897627221916,83,A,0.502641238954667,67,E,0.8210451064041696,9,30199.64270071143
15,C,0.8657741223560754,92,B,0.8727270303317355,34,D,0.9319322465851132,97,30208.431089097077
29,E,0.4384093323592696,69,B,0.90511463470723,74,C,0.7119708019575042,87,30217.469754938465
22,D,0.3811433152929786,47,B,0.5144982398994291,33,B,0.395395414483603,75,30217.76993902878
91,D,0.9328120149702568,8,C,0.0510897510158552,57,D,0.2127783494433305,8,30219.222936923405
4,B,0.7151647345384377,49,C,0.597469766414153,14,E,0.2709153209138991,85,30220.679810420603
83,C,0.9282453464380755,68,E,0.334093454351274,77,E,0.3966300750487097,95,30221.30942439141
64,B,0.796974778895813,47,C,0.2067666725092928,84,B,0.7400911037703449,7,30221.722072379813
29,D,0.6092974392914143,38,D,0.1825010182418236,70,C,0.0401546730043282,47,30221.926285787897
20,C,0.1158527770037645,82,B,0.5592642281521586,80,B,0.8142814750777598,20,30237.94308242677
83,C,0.2914806725790985,4,B,0.1044748171722304,41,E,0.7581349315808446,79,30240.55620525275
69,E,0.9688424070983916,83,A,0.8216445541324298,17,D,0.4994166530821471,96,30241.40272823072
21,E,0.3194220987142044,10,A,0.2272933508749923,77,C,0.3996668267642809,88,30242.445527997632
81,A,0.0932548697853707,59,D,0.5492908503199451,37,B,0.1126970521517395,5,30246.286047512716
71,E,0.7075533559193198,26,A,0.1254602083662052,63,C,0.2897015759151685,58,30246.50539124349
31,C,0.7340042545436842,92,E,0.8596291964797803,28,D,0.1096280733557446,67,30249.622350953643
32,E,0.2854577202871508,6,E,0.6920873812896027,9,E,0.8188845152675877,22,30249.948290971788
15,A,0.2976719793463037,59,B,0.2065218773769561,16,B,0.5093378630581284,72,30257.08213929711
75,D,0.4688929855087839,49,E,0.7157407568002468,31,E,0.2467867799283543,99,30263.589523204737
37,E,0.0217889497622555,66,A,0.0829001335338766,60,B,0.0180893485209658,74,30266.05431948784
97,C,0.7893230103611636,68,D,0.7722166814539483,83,C,0.523920968672742,34,30267.319634457817
13,D,0.3170887872741256,54,E,0.4903467783408419,80,A,0.7520870961781307,11,30269.43835558317
35,C,0.8537631020019776,76,B,0.1201836657127595,45,B,0.766493785626302,98,30271.259143873634
96,D,0.8026304216000337,15,B,0.5504782568656125,70,B,0.2144262042002698,70,30271.61761356535
22,C,0.6614020331187831,11,A,0.2008663047391029,55,E,0.9950620117048976,56,30283.96734615269
65,E,0.3248748670992887,26,E,0.6727726814184227,60,A,0.5687799162570897,28,30288.341469824903
84,E,0.51631656166117,32,A,0.7086196112074435,43,A,0.3320070367074659,84,30296.75049197567
1,A,0.444829257597959,78,B,0.7608400536602561,93,A,0.3928077470714808,66,30297.427901365278
90,D,0.3388818862486742,84,D,0.8948704979515903,37,A,0.1244368492378876,60,30300.512177944976
72,A,0.8481362893031782,80,E,0.6549395281495658,49,D,0.4933558483464064,60,30306.189566453555
64,B,0.4835070745776653,54,D,0.4917691111878994,73,C,0.7532954378072907,87,30306.518155864356
74,E,0.8327230977971465,51,E,0.8542256362642372,31,B,0.4094100974909274,29,30310.27820100021
66,D,0.1052184741418242,36,B,0.8998440748125582,89,C,0.866852657517033,26,30311.755289737343
51,A,0.1410247886003357,14,E,0.7817533789058156,52,C,0.476752378020095,92,30311.98611731627
61,A,0.9773203051129769,83,B,0.9424281873099446,47,C,0.9006098243997138,29,30316.73837064437
22,B,0.5877684626060896,82,C,0.979433944540596,80,C,0.7032037649944385,99,30327.93008829922
25,A,0.509769673499049,64,B,0.2513117625336872,0,D,0.0550097015893601,54,30332.87899778852
67,C,0.5231560631441117,67,B,0.1836947413973136,89,E,0.0670174647069848,22,30336.23075426725
81,E,0.2152687740328598,2,E,0.4485923616878404,29,D,0.800106400749878,36,30337.3929179731
54,A,0.718703949501973,71,D,0.9969267212393792,8,B,0.3568237124569007,25,30339.51018851535
5,A,0.0847806237297543,4,B,0.0884733517658147,32,A,0.1892450737707899,35,30347.33754770296
34,B,0.5733237131030232,8,E,0.7119940046605315,25,E,0.8653204809939223,91,30350.659185760334
21,C,0.5707687965859014,0,B,0.8508356470209619,41,B,0.9833066662274452,62,30354.78058354581
42,A,0.914188424133511,29,A,0.9964476449100405,73,A,0.8087482352412625,36,30355.33300806798
14,E,0.5261828101048603,70,A,0.6197124717248939,41,D,0.7251295137487138,50,30358.87683191021
85,E,0.1370626959741795,85,A,0.3800944455355788,95,C,0.0009585597765613,67,30359.29161976872
59,A,0.5727532592481626,19,A,0.1664937835938418,38,B,0.1059739262326712,92,30365.529929685403
11,C,0.0913276443653323,92,D,0.981762069225106,60,C,0.6709437918534042,77,30367.23439576772
48,E,0.2037938352999216,26,B,0.924203253184804,46,C,0.409564504197738,62,30367.441026997025
41,E,0.0311085841874161,88,A,0.8045188242877641,41,C,0.0194753243196343,36,30368.782872334035
37,C,0.5132935824594983,98,E,0.9437746756103708,47,E,0.7408696665320537,96,30371.09622708505
81,C,0.0845326152935723,90,A,0.0608544072479829,51,A,0.4187650759607917,30,30375.254035319165
44,A,0.469394378531329,62,C,0.6314928444724426,32,C,0.6588250285358881,77,30375.456164036
34,D,0.932945035324144,74,C,0.274796296502803,26,B,0.4683357451670741,24,30378.50128295697
29,B,0.719761413019332,80,D,0.765592064312589,42,E,0.0264977143931274,72,30383.944986921462
87,D,0.077411674225293,30,C,0.0957166244493582,28,A,0.6359245680654129,24,30389.94967408037
29,D,0.2242098122088431,81,E,0.2587199687526357,18,B,0.7880859838775025,45,30391.102477092256
77,E,0.6736624198934342,18,A,0.8502520446026758,81,E,0.1559767888662012,88,30396.695666112555
5,C,0.8947018610241837,92,C,0.7494469319723932,98,E,0.89108215691806,29,30417.94722295937
66,E,0.0329185867639537,78,C,0.992022027021183,27,A,0.1815617631174192,19,30420.18161424388
79,B,0.812451131720594,61,D,0.6439835506718342,9,C,0.4228366348935941,22,30433.17077810127
6,A,0.5618138803383087,6,C,0.3030752126955625,66,B,0.5271870234090279,0,30433.183464978894
51,B,0.5460913252963926,36,A,0.5478835445381053,92,D,0.3138657578902182,14,30444.40733173731
13,E,0.957813182753358,70,B,0.9439664072745988,15,C,0.5004571989543778,20,30446.97559857277
72,E,0.7476446125967731,85,A,0.6517635647014556,99,D,0.7183563892864221,29,30449.54817005127
14,E,0.8501188680561119,75,C,0.8814988979035911,0,B,0.7144552006273498,10,30451.328087784284
20,E,0.3539955695446667,7,C,0.0228869012301901,81,D,0.9222827271012008,89,30451.507102319243
34,D,0.5543640408284098,56,C,0.369550976182982,3,D,0.8620909309564656,51,30457.32077196641
65,A,0.6154056774277707,81,D,0.9353072098979855,68,A,0.9851055817139484,29,30457.78855369742
90,D,0.321583940362465,27,E,0.0392896017933094,84,A,0.5953797631243839,8,30465.14462880252
1,E,0.5702481249473995,81,A,0.5191014722001112,3,A,0.4005146643116365,68,30467.80667999588
34,C,0.2366553794797138,94,C,0.3465295192686171,19,D,0.2400981143806609,46,30471.02666630027
81,D,0.1433756710682395,16,B,0.6462041885579279,62,D,0.2439693703783594,33,30471.644103994007
77,E,0.3739702592773326,86,D,0.1622227875033597,82,E,0.1509239986545629,32,30479.60283640149
19,E,0.739289628746437,10,E,0.6533003314631349,34,E,0.7266669740505197,97,30501.33279898638
81,A,0.9161871480738876,14,C,0.9918415315546392,44,A,0.6542422972551021,64,30501.550011664163
9,B,0.4577140514982325,29,A,0.2711636909540371,56,E,0.2922941961065526,50,30502.684593118374
24,D,0.6428236882754317,94,B,0.4614279461247873,23,C,0.8921374837720002,78,30503.01955345584
65,D,0.1030371309751004,5,D,0.029699214429645,19,E,0.5522863453068966,30,30513.16104732107
24,D,0.9044637585523287,11,A,0.4340487224252428,27,E,0.0690190292553446,55,30518.93821982867
53,E,0.5686042135699344,86,A,0.4059924643950079,37,C,0.061450924932735,75,30520.90876636436
32,A,0.780338247625157,60,D,0.5647072160685919,23,C,0.1431869500810737,70,30522.12175808926
35,E,0.7944412009213938,35,A,0.2567705627585361,83,B,0.211263368062966,44,30522.824621317195
94,E,0.2564805263681059,34,B,0.3286541008179406,23,D,0.8874373414282631,32,30526.168455444116
13,C,0.5291744531818495,66,B,0.6098966887464982,69,D,0.7784483791836347,95,30532.17715662792
64,A,0.9604797515609774,91,A,0.9084748660637424,24,A,0.2017241390172052,50,30539.726009187747
79,D,0.0896345448208277,78,C,0.2351981493335989,95,B,0.2484923522506577,4,30540.016335205244
53,B,0.6830498980295634,76,A,0.6774582068143163,80,B,0.6367880229122974,37,30542.36734439908
51,D,0.962264078035172,62,C,0.5238834161094562,80,B,0.8715230729177079,4,30542.485709201148
2,E,0.3005771080540221,82,A,0.1046091627021392,68,B,0.3167291235732078,55,30544.018798574776
98,A,0.8614479214043481,39,E,0.5654332684521084,16,E,0.5254965735217054,80,30545.914087841476
40,A,0.9336575454082716,81,B,0.7088079751512846,57,B,0.8903775487682022,70,30550.08184237749
5,A,0.7470862093948251,30,A,0.5982538927023807,72,A,0.7706317672065411,88,30552.1891731994
24,C,0.2313283123069582,36,B,0.1044142141298092,19,D,0.8915094582878127,24,30559.7158593299
12,D,0.3340007188265939,84,D,0.8545395840437117,1,B,0.2780738506469657,66,30561.507022725706
97,C,0.0358092944177307,4,E,0.0410035959895661,82,D,0.6909341479816052,51,30562.85693385125
7,B,0.8314532342453552,80,C,0.236004685316697,8,C,0.1140125938595462,35,30585.97027884237
20,E,0.8496111865110799,82,D,0.6157096790864022,62,A,0.6162078579702585,91,30590.04619263169
97,C,0.6327103099661927,3,E,0.2180126479328046,82,C,0.3040255365164636,22,30590.14885457478
67,C,0.3525278512638513,25,D,0.1017987406585976,67,B,0.7014803144424896,7,30592.990548795133
24,E,0.0768110276399205,23,B,0.5119182656578078,5,E,0.1418745729821087,30,30594.139388694028
78,A,0.7530576099149094,38,E,0.7224601508273693,99,E,0.6655802690520757,62,30594.28685354753
67,E,0.7265261936099229,55,D,0.4107551326627119,10,A,0.7085191352644183,20,30608.235033111047
44,D,0.912602521738901,53,C,0.6984610380239191,20,B,0.8571563154922882,98,30614.07718976515
59,E,0.7305320210053622,37,E,0.8606541833177772,62,B,0.687076591032002,49,30614.83632824767
11,A,0.8286949422440019,53,E,0.958796640839573,88,B,0.5228642817750819,28,30618.89059518444
31,E,0.7459546179039995,18,D,0.233264889732759,29,B,0.7841596523553163,59,30622.683703191437
95,C,0.6306871883123164,93,A,0.6053611129876023,81,A,0.2844331769223523,66,30626.8702841416
91,B,0.4269663941910092,25,C,0.266873982245895,88,A,0.677466485452632,43,30629.04365875993
12,C,0.9021173086422778,51,C,0.870918516780872,20,A,0.7245277264536991,88,30634.138636337106
30,B,0.6509685719074698,74,D,0.8902878680834079,22,E,0.3925412010854341,1,30638.2253757222
77,E,0.398355321965909,60,B,0.3221609200696976,60,B,0.988966517753306,97,30639.149631032546
19,D,0.0834692951819572,66,B,0.6453432463252868,29,C,0.3560897145964583,14,30640.541752481226
17,E,0.2907048559043821,21,A,0.8876753681759012,45,D,0.0844911693949045,38,30644.99586972104
92,A,0.5437267348301648,16,A,0.5083636332540517,59,A,0.3034743795240089,39,30646.879264089486
59,E,0.2756353700161945,10,D,0.720470643386749,17,A,0.0994371381099074,46,30650.87660777201
62,B,0.2212353479179021,38,B,0.8008555037923902,61,E,0.3393041574854415,75,30653.469922654527
5,C,0.5273935140878472,60,C,0.8718960960368155,96,E,0.12787288325093,51,30653.758629038937
31,D,0.1698203458957345,90,B,0.5152075865258622,44,D,0.4395348638592091,87,30667.095002588238
92,E,0.8004100633251034,48,D,0.9418243745161728,60,E,0.7779754705286681,5,30672.209006185403
42,E,0.484368151342658,92,B,0.628953234681068,58,A,0.0674430531005024,69,30688.74847980681
1,C,0.5738627739626502,60,E,0.1517275621608782,34,B,0.5631079254688636,47,30693.53357673373
59,D,0.1473832675973485,11,D,0.612456755928127,21,B,0.0438275839024154,57,30694.52516292041
22,E,0.3245763356293674,12,E,0.2984738443837837,23,E,0.8846091692185655,89,30697.700225829587
82,E,0.4100896832611529,57,D,0.3720853427389109,86,D,0.9213826460817875,2,30702.689604169824
30,B,0.808212830516503,10,C,0.8088595235377278,50,B,0.492357843599013,95,30707.46397099093
4,B,0.7701595230861525,63,D,0.9733474687073672,64,A,0.7692311635804301,45,30708.42739376391
82,A,0.2229774747876813,30,D,0.8698539473015349,14,B,0.59291093527408,17,30709.25157562865
33,C,0.6161790816070077,10,D,0.3258036173734269,27,D,0.3406628779916326,55,30709.444748871912
9,D,0.2434563577719976,42,D,0.4536588108835688,41,E,0.2451407976601137,91,30710.76362912729
88,E,0.9882471556902452,35,A,0.9834977466992284,19,C,0.758595816444815,32,30720.0831278755
1,E,0.9521238781308706,1,E,0.9235308825752994,99,B,0.4299802176509616,16,30721.721392570063
10,A,0.5632647205206205,86,D,0.97694894510792,42,A,0.920238458183658,31,30724.435343719877
49,E,0.698902571894143,60,D,0.4329174850400299,79,D,0.9756919464786636,75,30726.95326575325
30,C,0.801430382208645,35,A,0.80056326984089,68,B,0.2103926706225232,84,30731.484932613588
55,A,0.7209984200449039,77,B,0.8712172573410016,62,C,0.5610633050550756,1,30740.63191146544
78,C,0.6998286910824209,48,A,0.0442633521472758,42,E,0.5369342410435716,25,30741.067915672797
72,A,0.958554007949528,26,A,0.2660877633542667,78,B,0.8680988616852913,38,30746.631048201318
86,E,0.5964561063072833,11,A,0.883483938059453,1,D,0.6909849598315891,62,30747.94936325676
82,A,0.6363026718190556,57,D,0.3887424867526142,87,B,0.6073775064849105,16,30749.06776599965
8,B,0.8492687504381812,92,A,0.2786220784646015,76,E,0.6790248719107034,99,30758.46406152204
98,D,0.6698908678584068,5,A,0.2726914930588597,22,D,0.3894575196059913,33,30758.98209317512
20,E,0.7329326220175225,43,A,0.3754049737849156,11,C,0.9602914940539748,18,30770.08458591268
72,D,0.2341686861966424,46,D,0.2439628195264646,45,A,0.0576256396029558,61,30770.64853283296
27,E,0.3712669241150709,22,C,0.0033633123582521,32,E,0.0291289857915582,31,30771.586554314803
61,D,0.147301345711893,73,C,0.1725951474329066,43,B,0.4155897362612347,49,30771.930192016007
6,B,0.5057654423348055,97,B,0.8825750546543237,24,C,0.1545759473787633,85,30778.019963571503
79,D,0.4557274006802463,75,D,0.0756485973315116,34,D,0.5448003227321566,44,30779.91471807033
15,A,0.9971628142794569,95,A,0.4130020401212572,34,D,0.0090099038304515,53,30780.77407543182
96,D,0.6112086528155425,25,A,0.4564878541655546,64,D,0.4596829747660347,81,30781.93591108024
3,E,0.7864448231944233,6,A,0.7781539637923898,42,B,0.2949245633886136,87,30783.16715138578
3,C,0.3340146707576542,31,C,0.2525899774918175,67,E,0.2023603465754702,0,30786.519763506112
39,D,0.8315453313427965,32,A,0.309641788357614,61,C,0.4446495378128259,65,30786.826614953938
16,D,0.6150849664876834,81,A,0.0142759578840517,30,D,0.8545489618160909,39,30787.74316456831
51,D,0.6969923315984384,98,C,0.9028306150142223,27,A,0.6553946842347481,23,30791.04661418332
92,E,0.2944307779494544,19,A,0.6855569393226935,10,E,0.159941649859471,51,30795.21428991248
51,D,0.5486383916955772,94,B,0.2628462287612546,31,C,0.49887305864425,1,30796.8344486049
35,E,0.6340369734136087,68,E,0.8875149466366159,65,C,0.9316711188161946,60,30806.260374304868
37,E,0.589094675816581,95,B,0.086581475443431,59,D,0.4392248226396338,26,30806.5645433237
49,C,0.9151937114245664,51,D,0.3683956549472598,50,A,0.4705462318647263,65,30807.02295526089
62,A,0.8982726644925535,41,B,0.5635975346703757,58,D,0.9413576597682258,86,30815.759797812854
62,E,0.9709840578768706,82,B,0.5055116687618397,76,E,0.1358081829839273,32,30817.19503291524
61,B,0.6674280060069894,0,C,0.6549075480347009,16,B,0.7350414854226853,33,30822.469920570784
98,D,0.9719141301256846,62,D,0.29759504251307,67,E,0.2991614000707097,61,30836.431663297444
6,B,0.8324780000319089,6,B,0.7578414626493875,94,A,0.8658916587930648,31,30839.200921669093
26,D,0.2708321403399593,57,E,0.4054461824295716,37,B,0.0543624850787526,2,30844.890919914884
91,C,0.4274356695512971,85,B,0.1252971936929737,63,C,0.9904015681566376,54,30845.79747136476
85,E,0.2383924421890098,49,A,0.7404014479305676,2,D,0.7686088199188204,26,30846.81750514584
13,A,0.0041971608305652,33,C,0.91194298131299,53,E,0.2843329825394198,75,30849.584159612456
70,E,0.1880487531469086,50,A,0.3644244774946897,75,D,0.7608558936831183,7,30855.12440100556
85,D,0.0040605862868756,9,D,0.5896528238220834,43,E,0.9229697648433272,19,30863.436666856724
4,A,0.71983846135049,25,D,0.6878245280715231,81,D,0.1129173911748653,51,30871.53833378428
54,E,0.4255342977211995,31,C,0.8315235222221979,29,B,0.913578367087645,16,30879.041016606825
1,A,0.3125747270778582,41,B,0.1979935072890228,74,D,0.3601744231746067,32,30879.39294856452
61,D,0.7617208910951879,90,D,0.5699783588011471,87,A,0.0064593054511995,54,30880.08647070818
90,C,0.832486774619645,61,E,0.7403633980399282,84,A,0.1124209704715792,74,30881.1066135094
20,C,0.97529953864988,11,C,0.1991261736935249,53,D,0.8847939295886698,72,30881.74634068205
78,E,0.6420135846752412,39,A,0.4724814717291016,47,C,0.9826664681570786,97,30886.21030389528
20,B,0.4615289585400517,86,E,0.4643620884688397,34,A,0.8953720134927203,70,30887.65817002548
9,D,0.3052643016074359,77,C,0.8393452555891928,67,E,0.4415366318403356,15,30892.222172371505
86,E,0.2223182092142263,33,E,0.7773064004522209,25,D,0.9614101035585396,90,30892.482932627525
57,E,0.2129259504826012,80,C,0.2319264953260175,71,D,0.4068502191883937,78,30893.685416809472
38,C,0.4091893747197987,69,A,0.2329526726690716,87,A,0.113696069263164,63,30899.977004762368
4,A,0.9917863552879298,26,B,0.7233541294033399,55,C,0.3409414963802655,87,30905.9287069198
64,D,0.0008536974374032,7,C,0.7396124813985364,75,E,0.998421163589261,39,30906.045638311487
12,A,0.1972058972310008,96,D,0.178899872399379,68,A,0.6259455987762989,57,30906.166748278847
84,D,0.1883929824035738,98,A,0.4111803903886977,79,A,0.3399987106252683,82,30909.76982328768
89,B,0.7171194855322923,46,A,0.8257708623510064,63,B,0.6241790971696337,22,30913.884019373974
84,C,0.3524847275980618,80,E,0.0794206538543877,95,A,0.42913582954995,94,30916.37182088675
52,B,0.4572608045918206,25,D,0.3738945627853202,28,E,0.0495485920417593,93,30920.51460128397
81,E,0.1486241304699049,56,E,0.6445410319383181,96,B,0.2011276303125676,6,30922.2843704978
44,C,0.4049970388769477,6,A,0.7710867921869764,77,C,0.0192353380488623,58,30923.58816401829
31,E,0.103199811905836,87,C,0.6526578889131948,58,C,0.2547922228302733,58,30925.498026509897
35,B,0.5330432878885831,88,D,0.3975207730157469,24,A,0.7395650326494544,2,30925.6611951956
80,D,0.0979383653828559,98,A,0.9919510967319316,71,E,0.1933185943953559,29,30930.138502207985
98,E,0.7905083811731562,25,D,0.0415323584204732,26,C,0.5280563789310138,9,30934.357732567893
59,A,0.5666017175404895,58,C,0.4947558627463216,98,E,0.701603718796935,97,30946.595788951567
10,D,0.7239678737735169,68,B,0.5100550159626951,21,E,0.5486824173989762,12,30947.136559983526
62,D,0.4185163866526838,46,E,0.2397911737954098,70,B,0.0153705382371934,38,30948.651308956592
20,B,0.3814912932422273,34,E,0.5587074126296901,99,A,0.3633419708907384,76,30958.21475304484
51,B,0.0982088890488636,29,A,0.2200574071721435,46,E,0.4416305008496224,63,30959.959850428288
54,C,0.5238556070428226,49,A,0.4434120663824598,75,E,0.3427533506884659,24,30971.138345304524
25,C,0.514502164857092,88,C,0.43163427370468,54,E,0.546263775548773,40,30974.04683862425
67,A,0.4681020444496053,23,A,0.7731223562370481,8,A,0.5131536812736468,97,30976.697354272976
33,D,0.7405183646824492,29,A,0.9425918858206922,53,B,0.1874502409753956,39,30980.202887789143
51,A,0.8325044000323545,83,A,0.202843257681156,63,E,0.7519740335305332,61,30981.13493160946
81,A,0.7507896749485081,53,D,0.9915172808387585,98,D,0.1611637141573421,39,30984.100995718465
98,B,0.1438657428068438,66,D,0.94031646007306,38,B,0.4589653702387132,33,30986.813315843
92,A,0.6220595092821081,31,B,0.1126532001638009,82,A,0.7563022005202569,78,30990.135720121005
51,A,0.0803231056895333,7,D,0.9123660356563016,91,C,0.6972622864274816,2,30999.20170162397
28,E,0.6946222874404765,49,E,0.5645779296505647,92,E,0.4321858847123438,51,31000.13642304617
37,C,0.3818390965611267,46,B,0.8789564074665988,7,D,0.7889204093438549,45,31004.32522957245
41,C,0.1324989562662866,86,A,0.9456352167154928,26,C,0.7137578958135214,85,31008.086107959676
20,D,0.8620508569761278,45,E,0.8589072024723376,68,C,0.3845359172782493,97,31017.59178279512
41,C,0.6140083390389374,79,B,0.4028775867536931,92,E,0.8955133797711436,68,31017.79288899736
